George,Jeffery,27
Wood,Linnie,28
Byrd,Myrtle,33
Santiago,Gary,33
Fleming,Birdie,36
Andrews,Bernard,38
Spencer,Clarence,51
Webster,Billy,48
Barnes,Edith,60
Frank,Claudia,58
Boyd,Devin,42
Guerrero,Essie,41
Williams,Gordon,22
Watts,Eleanor,57
Freeman,Amelia,57
Salazar,Alex,42
Marshall,Millie,35
Yates,Clarence,35
Cain,Nelle,22
Copeland,Harvey,61
Walsh,Adele,29
Taylor,Wesley,33
Collins,Mae,54
Martin,Fred,61
Stevenson,Donald,34
Fletcher,Sophia,52
Harvey,Herbert,46
Payne,Adele,21
Jones,Lou,30
Harvey,Mayme,47
Hunter,Russell,37
Lloyd,Russell,65
Holt,Daniel,47
Jacobs,Alex,60
Jordan,Steve,51
Wilson,Louis,43
Morris,Martin,48
Roberts,Harriet,44
Fisher,Sadie,27
Reed,Jackson,33
Maxwell,Oscar,32
Wallace,Martha,29
Simpson,Ronald,44
Lawson,Barbara,30
Graves,Alexander,25
Murray,Carlos,32
Johnston,Jeff,39
Owens,Adeline,62
Schultz,Frances,37
Fields,Jeff,63
Gonzales,Phillip,33
McCoy,Julia,43
Terry,Alta,53
Wheeler,Emilie,56
Hudson,Francis,40
Strickland,Antonio,60
Patterson,Austin,42
Ramos,Roy,42
Obrien,Olivia,29
Graves,Ora,48
Erickson,Craig,62
Wilson,Jesse,21
Mullins,Nicholas,18
Hopkins,Edna,29
Ruiz,Virgie,20
Schwartz,Caroline,63
Daniel,Rena,50
Jefferson,Katherine,30
Bridges,Rebecca,50
Austin,Ronnie,50
Soto,Winnie,56
Torres,Lewis,59
Bishop,Clarence,45
Adkins,Nathan,24
Wagner,Jared,37
Klein,Sadie,22
Maldonado,Ada,60
Wolfe,Evelyn,46
Robinson,Rachel,36
Wolfe,Nannie,39
Jones,Effie,37
Silva,Emma,60
Gonzales,Landon,63
Castillo,Warren,54
Ross,Mabel,36
Bowen,Jessie,56
Santos,Martha,47
Vasquez,Alma,28
McKinney,Hettie,48
Colon,Francis,65
Lowe,Lilly,28
Phelps,Justin,34
Gordon,Rachel,58
Cohen,Antonio,26
Reese,Ollie,19
Hicks,Derrick,61
Quinn,Mitchell,48
Vargas,Norman,45
Ramsey,Carl,49
Hoffman,Estelle,52
Patton,Isaiah,18
Sutton,Clyde,32
Willis,Russell,32
Wolfe,Cole,28
Rodriguez,Hunter,47
Bradley,Phillip,47
Nichols,Miguel,54
Mills,Minerva,45
Munoz,Lena,54
Strickland,Katherine,35
Reynolds,Bryan,45
Chavez,Rebecca,43
Palmer,Dominic,40
Myers,Alta,53
Pearson,Norman,45
Austin,Christopher,21
Gray,Eric,40
Romero,Jordan,63
Richards,Alberta,40
Reid,Alexander,56
Edwards,Lewis,19
Wheeler,Wesley,61
Cortez,Lucile,25
Sandoval,Dustin,65
Francis,Sam,62
McCoy,Jonathan,44
Steele,Bettie,21
Herrera,Adrian,19
Reeves,Jean,55
Parks,Sophie,47
Knight,Clarence,28
Thornton,Bernard,28
Logan,Frank,47
Brown,Louisa,26
Franklin,Ola,30
McDonald,Ryan,65
Richards,Randall,46
Byrd,Ronnie,28
Holland,Belle,47
Rice,Bertha,62
Phelps,Allie,58
Klein,Vera,46
Curtis,Emily,65
Fowler,Josie,32
Aguilar,Earl,38
Lyons,Ryan,48
Huff,Carrie,20
Estrada,Amanda,60
Blake,Iva,18
Munoz,Erik,42
Allen,Matthew,65
Moore,Margaret,54
Holt,Jason,50
Tyler,Leo,64
Hammond,Darrell,26
Hale,Dorothy,29
Davidson,Ethan,32
Jennings,Loretta,56
Saunders,Francis,28
Wheeler,Jennie,51
Morgan,Emily,40
Gill,Trevor,39
Reynolds,Duane,46
Parker,Bertha,58
Singleton,Jackson,31
Schneider,Russell,18
Franklin,Annie,59
Gross,Brett,33
Sparks,Cecelia,35
Yates,Chad,57
Carson,Carolyn,21
Greer,Annie,61
Burns,Bessie,42
Terry,Ruth,51
Wells,Jesse,48
Christensen,Stanley,40
Sutton,Cory,62
George,Grace,60
Stone,Adeline,47
Richards,Susan,36
Hill,Bill,60
Hines,Augusta,28
Strickland,Benjamin,35
Phelps,Gregory,30
Schmidt,Albert,48
Armstrong,Jeffery,51
Peters,Isabelle,53
Patterson,Alexander,26
Huff,Mittie,48
Holmes,Norman,42
Taylor,Elizabeth,47
Hughes,Dollie,30
Haynes,Kevin,56
Johnston,Bessie,56
Farmer,Jack,18
Pena,Norman,19
Ortega,Cecelia,21
Barnes,Cornelia,28
Gregory,Harry,23
Butler,Sadie,27
Harris,Kevin,42
Wilkins,Aaron,53
Moreno,Martin,53
Adkins,Ida,62
Flores,Myrtle,25
Hughes,Frances,64
Watts,Lena,65
Walker,Ruby,47
Maldonado,Louis,64
Larson,John,49
Bowers,Bryan,63
Matthews,Annie,52
Padilla,Hettie,26
Lynch,Brian,46
Parsons,Mabelle,45
Thomas,Elijah,26
Knight,Betty,28
Soto,Alice,65
Hanson,Emma,42
Poole,Jeremy,44
Johnston,Wesley,44
Andrews,Lottie,26
Stone,Fannie,35
Saunders,David,53
Bryant,Cory,26
Thompson,Joel,55
Shaw,Erik,50
Bailey,Ollie,24
Parker,Franklin,37
Boone,Nathaniel,42
Hicks,Estelle,42
Mack,Sarah,20
Rhodes,Louis,49
Conner,Jesse,29
Lloyd,Cecilia,25
Aguilar,Maria,36
Jordan,Sara,53
Franklin,Verna,45
Cook,Herman,39
Kim,Myrtie,48
Page,Elsie,62
Morrison,Mina,42
Pratt,Flora,19
Ross,Catherine,35
Flores,Gary,38
Wilson,Inez,65
Neal,Inez,28
Owens,Frances,25
Crawford,Delia,41
Sharp,Dale,30
Frank,Marion,18
Cobb,Gary,34
Griffin,Inez,48
Watson,Nettie,63
Gregory,Cornelia,23
Griffith,Darrell,57
Clayton,Henry,40
Peterson,Pearl,46
Ortiz,Elmer,26
Scott,Harold,64
Saunders,Isaiah,42
Cunningham,Floyd,52
Jackson,Genevieve,50
Stevens,William,23
Cain,Caroline,56
Malone,Eleanor,49
Barnes,Elijah,58
Luna,Steven,21
Sutton,Gilbert,46
Richardson,Henrietta,54
Adams,Helen,59
Wise,Ollie,44
Meyer,John,56
Peterson,Glen,53
Munoz,Nicholas,49
Vasquez,Lillie,38
Carpenter,Effie,47
McGee,Harold,52
Dixon,Brent,28
Vasquez,Aiden,33
Knight,Georgie,48
Quinn,Mason,31
Blair,Mayme,20
Ramos,Henrietta,24
Douglas,Ora,22
Cunningham,Roger,65
Ballard,Lena,24
Taylor,George,62
Carpenter,Bryan,31
Banks,Vincent,58
Collier,Elijah,62
Lloyd,Birdie,33
Fowler,Warren,43
Huff,Marc,34
Kim,Barry,62
Buchanan,Harriett,65
Daniels,Gene,46
Washington,Mitchell,27
Gross,Jim,54
Colon,Shane,20
Caldwell,Louis,59
Sutton,Caleb,27
Barber,Clayton,22
Johnston,Adam,24
Ramos,Tony,37
Nichols,Violet,58
Scott,Ethel,37
McCormick,Nancy,39
Abbott,Sarah,51
Wade,Olivia,43
Sanchez,Rosie,56
Page,Alex,29
Williams,Virgie,37
Henderson,Jackson,23
Torres,Isabelle,36
Morales,Edward,62
Jones,Melvin,23
Abbott,Alex,42
Perkins,Hilda,42
Kennedy,Ora,20
Clayton,Scott,58
Norris,Gussie,61
Hughes,Alvin,65
Mills,Alta,36
Powers,Mildred,54
Franklin,Antonio,38
Andrews,Ernest,20
Moss,Bessie,31
Collins,Hallie,41
Perkins,Roy,25
Gross,Norman,52
Boyd,Sara,57
Cortez,Stanley,32
Pena,Martha,31
Houston,Lily,28
Zimmerman,Lilly,50
Aguilar,Wesley,49
Casey,Harold,26
Vargas,Douglas,29
McGee,Billy,41
Fuller,Bobby,23
Holloway,Frank,27
Wallace,Harriett,31
Davis,Michael,48
Walker,Howard,37
Bridges,Lucas,22
Valdez,Jean,46
Bowman,Alex,20
Schwartz,Louise,50
May,Troy,47
Tyler,Jackson,29
Rodgers,Chris,54
Howell,Bess,65
Soto,Lida,51
Webster,Daisy,45
Reynolds,Lou,64
Wells,Sara,18
Moran,Cynthia,27
Andrews,Jesus,46
Underwood,Jerome,40
Parker,Josie,24
Miller,Timothy,37
Vaughn,Loretta,43
Snyder,Rena,50
Drake,Edwin,59
Reed,Douglas,47
Bass,Beulah,57
Murphy,William,51
Fowler,Nancy,55
Stone,Tommy,30
Gonzales,Willie,41
Moore,Bruce,29
Gonzales,Herbert,32
Reed,Viola,52
Santiago,Amy,24
McGee,Etta,29
Palmer,Francis,65
Woods,Leah,35
Goodman,Adele,65
Wilkerson,Terry,52
Daniel,Ricky,31
Stevens,Jordan,64
Dixon,Fred,38
Jones,Leona,57
Hampton,Carl,54
Gregory,Jeffery,38
Carr,Dora,42
Sullivan,Ora,63
Norman,Sophie,31
Hayes,Carolyn,30
McCormick,Ruby,58
Tate,Carrie,20
Kennedy,Lola,54
Cobb,Curtis,18
Fleming,Johnny,46
Walker,Jeanette,50
Edwards,Sally,37
Daniel,Emilie,60
Hill,Louis,20
Tate,Alejandro,26
Murray,Grace,54
Barrett,Harvey,21
Flowers,Rachel,20
Wheeler,Myrtle,53
Ramsey,Rodney,46
Barnett,Agnes,25
Greer,Phoebe,29
Sims,Sadie,39
Freeman,Paul,30
Estrada,Chester,54
Lambert,Katharine,58
Buchanan,Gerald,43
Estrada,Mayme,63
Hill,Derrick,45
Rodriquez,Alvin,61
Barnes,Anthony,33
Schmidt,Chase,35
Banks,Susan,32
Perry,Mary,46
Benson,Dora,63
Dean,Allie,59
Wolfe,Mabelle,47
Watkins,Vernon,34
Parker,Darrell,30
Flores,Cecilia,35
Jordan,Delia,50
Boone,Ina,33
Frazier,Rosie,49
Bishop,Christine,25
Haynes,Jay,57
Massey,Winifred,36
Pierce,Melvin,57
Perkins,Lillian,61
Haynes,Lou,49
Fox,Leila,46
Jefferson,Olivia,19
Andrews,Leo,35
Carpenter,Jack,56
Carlson,Terry,42
Cook,Charlotte,36
Martin,Ollie,44
Phelps,Marian,27
Holland,Nellie,23
Pope,Wayne,41
Patton,Michael,55
Hayes,Jessie,57
Logan,Michael,36
Barnett,Florence,44
Lawrence,Rose,45
Stevens,Milton,52
Reynolds,Jacob,36
Woods,Rose,59
Patton,David,35
Beck,Jennie,32
Dixon,Kate,51
Boyd,Rodney,42
Stevens,Gregory,46
Sparks,Bess,33
Warren,Phoebe,26
Chambers,Bryan,20
Scott,Herman,57
Jones,Stephen,60
Schmidt,Polly,64
Holland,Theodore,23
Bowen,Mable,52
Bowers,Cordelia,32
Bridges,Roxie,19
Atkins,Myra,59
Rowe,Corey,62
Vasquez,Mittie,48
Bishop,Cecilia,29
Cunningham,Jesse,25
Foster,Bobby,25
Gibbs,Philip,29
Palmer,Victoria,26
Elliott,Vincent,31
Briggs,Eleanor,27
Gonzales,Ronald,32
Paul,Rosie,28
Craig,Carolyn,21
Schmidt,Edna,30
Scott,Aiden,43
Wheeler,Rose,30
Hines,Frank,39
Torres,James,18
Pratt,Virgie,57
Jenkins,Julian,36
Fitzgerald,Rose,56
Wagner,Tony,58
Richardson,Bessie,32
Craig,Steven,39
Strickland,Jeff,36
Simmons,Eula,26
Lambert,Christian,59
Carter,Hattie,53
Maxwell,Alexander,30
Cook,Lenora,51
Cobb,Joel,38
Sandoval,Leroy,23
Hayes,Cory,43
Joseph,Jeanette,40
Walters,Timothy,59
McCormick,Lucas,36
Tucker,Jared,43
Hanson,Jeffery,35
Myers,Virgie,50
Gregory,Millie,38
Moody,Carolyn,39
Cortez,Lora,21
Delgado,Maude,35
Webb,Christine,51
Gutierrez,Zachary,54
Stanley,Don,56
Carr,Eleanor,39
Hill,Grace,64
Padilla,Mamie,26
Aguilar,Curtis,50
Porter,Jessie,40
Walters,Devin,42
Beck,Ada,36
Boone,Mollie,61
Jordan,Walter,54
Ray,Jeff,26
Spencer,Dylan,20
Alvarado,George,36
Carr,Christian,19
Patterson,Leila,40
Lawson,Bertie,23
Evans,Lilly,59
Garner,Tommy,59
Carson,Dominic,19
Chapman,Ryan,43
Hampton,Stanley,57
Lewis,Delia,42
Love,Winnie,57
Romero,Mae,19
Burke,Franklin,44
Peterson,Ian,41
Myers,Callie,34
Poole,Ethan,40
Mitchell,Birdie,42
Benson,Elsie,25
Soto,Gregory,38
Cunningham,Isaac,49
Hill,Lawrence,59
McLaughlin,Dorothy,63
Phelps,Jennie,60
Rivera,Belle,62
Gutierrez,Derrick,65
Boone,Emily,40
Elliott,Louise,29
Bennett,Mattie,19
Jacobs,Olive,24
Cain,Susan,18
Walton,Benjamin,48
Jenkins,Mary,29
Conner,Chad,55
Martin,Isaac,23
Tran,Alma,29
Barnett,Verna,42
Owen,Margaret,40
Weaver,Myra,45
McCarthy,Leona,34
Summers,Cecelia,54
Henderson,Claudia,28
Turner,Abbie,57
Williams,Frederick,59
Meyer,Virginia,33
Jones,Cody,25
McGuire,Francis,38
Gray,Julian,53
Rivera,Ethan,18
Allison,Christina,39
Ingram,Philip,53
Beck,Frederick,19
Reeves,Floyd,38
Haynes,Ray,40
Barton,Virgie,50
Jenkins,Ernest,26
Wright,Luke,47
Moore,Ora,22
Kennedy,Chester,46
Stokes,Lela,35
Welch,Chris,24
Hunter,Mildred,58
Phillips,Nancy,37
Jackson,Timothy,49
Martinez,Tony,51
Allen,Violet,20
Richards,Abbie,64
Hudson,Myrtle,57
Patterson,Etta,52
Estrada,Caroline,39
Garza,Adam,57
McCarthy,Janie,55
Hampton,Jeremy,60
Frazier,Cameron,52
Carroll,Ethan,43
Crawford,Jerry,53
Gray,Jesse,24
Burgess,Mayme,24
Evans,Myrtle,36
Cain,Gene,19
Snyder,Nathan,43
Montgomery,Lucille,45
Marsh,Millie,33
Freeman,Thomas,62
Harrington,Catherine,33
Ross,Miguel,20
Powell,Glenn,29
Moreno,Lawrence,20
Garner,Elmer,64
Thompson,Dustin,47
Chapman,Derrick,30
Mathis,Etta,32
Burgess,Jordan,39
Holt,Alma,32
Carson,Laura,25
Walsh,Harry,43
Collier,Keith,46
Vaughn,Alma,34
Robertson,Nina,21
Christensen,Ivan,41
Tran,Lester,21
Moore,Nell,52
Gutierrez,Dorothy,51
Lyons,Marion,41
Lewis,Essie,65
Berry,Florence,27
Norman,Cornelia,35
Moreno,Nancy,49
Moss,Beulah,43
Norton,Ricky,64
Rios,Isabel,35
Moore,Addie,48
Payne,Sylvia,33
Sutton,Georgia,43
Phelps,Maurice,21
Bowen,Isabella,55
Castro,Mark,61
Wong,Francisco,37
Schultz,Blake,61
Conner,Lucas,55
Adams,Jerome,58
Nash,Troy,33
Gonzalez,Garrett,36
Oliver,Johanna,48
Douglas,Ruby,50
Martin,Rebecca,38
Lopez,Rosalie,61
Castillo,Georgie,29
White,Bessie,50
Higgins,Benjamin,23
Nash,Isabelle,65
Ramos,Madge,24
Guerrero,Celia,18
Sherman,Minerva,18
Fowler,Troy,34
Lamb,Leon,51
Phillips,Blake,44
Graves,Lydia,23
Schmidt,Josephine,32
Mann,Amanda,27
Washington,Owen,61
Marshall,Jeffrey,45
Wheeler,Annie,22
Lee,Andre,63
Pratt,Henry,31
Jenkins,Steve,64
Alvarado,Melvin,50
Montgomery,Henry,53
Morton,Iva,29
Moore,Aiden,56
Stokes,Jeremy,46
Lloyd,Fred,49
Gardner,Travis,54
Haynes,Abbie,19
Hammond,Essie,65
Pearson,Jeremiah,63
Watts,Cecelia,24
Allison,Bettie,20
Santiago,Gerald,25
Long,Harvey,64
Sullivan,Melvin,36
Graham,Jon,22
Moran,Blake,64
Moore,Connor,59
Ray,Effie,19
Maxwell,Gilbert,61
Day,Mason,30
Morales,Jane,48
James,Ricky,38
Murray,Isaiah,53
Nguyen,Luella,46
Poole,Rosalie,27
Ramos,Isaac,32
Holt,Alvin,39
Jimenez,Lucile,35
Roy,Maggie,63
Nichols,Irene,18
Valdez,Margaret,44
Silva,Alfred,49
McDonald,Devin,27
Hawkins,Blanche,25
Lambert,Aaron,19
Chavez,Manuel,22
Castro,Lottie,52
Keller,Lucille,58
Stevens,Amanda,42
Reed,Julian,62
Cunningham,Owen,47
Park,Ricky,19
Lowe,Delia,50
French,Russell,27
Lindsey,Helena,55
Thomas,Danny,32
Cunningham,Rose,39
Gomez,Milton,42
Butler,Barry,53
Hudson,Emily,48
Hunter,Christian,50
Nunez,Angel,31
Curry,Kyle,41
Phelps,Elsie,58
Peters,Beatrice,27
Rodriguez,Adam,45
Flowers,Frank,42
Doyle,Agnes,64
Logan,Vincent,54
Stokes,Ada,42
Park,Lina,34
Rhodes,Shawn,61
Mann,Sophia,46
Porter,Dale,22
Miller,Rose,50
Moreno,Adam,59
Lopez,Max,55
Fox,Evan,40
Clayton,Isabella,39
Little,Mamie,61
Fleming,May,34
Arnold,Ann,45
Moss,Dustin,35
Maldonado,Willie,60
Sanchez,Mayme,52
Sutton,Mike,22
Mills,Gussie,59
Barton,Miguel,37
Hoffman,Matilda,34
Nelson,Keith,24
Farmer,Georgia,43
Barker,Allen,20
Love,Mildred,21
Ferguson,Jesus,33
Townsend,Sarah,28
Henderson,Allen,57
Hughes,Lola,60
Walton,Fannie,65
Ford,Rosa,49
Austin,Nora,24
Hoffman,Ricardo,34
Pope,Nicholas,24
Norman,Robert,55
Cox,Olivia,30
Barnett,Ronnie,44
Wilkerson,Sam,30
Fleming,Dennis,22
Fox,Logan,33
Curtis,Emily,44
Welch,Noah,46
Gonzales,Nannie,19
Tran,Jeanette,27
Curry,Howard,23
Franklin,Victor,52
Ross,Brett,18
Tucker,Cynthia,30
Conner,Randall,56
Barnett,Wesley,29
Stokes,Myrtle,25
Love,Sally,24
Jennings,Steve,33
Allison,Myrtie,25
Baldwin,Joel,64
Gregory,Viola,55
Walton,Olga,45
Pittman,Lily,65
Jimenez,Lou,61
Stokes,Sophia,59
Porter,Tillie,19
Cummings,Flora,25
Sutton,Wayne,24
Morrison,Olive,18
Ford,Cordelia,63
Palmer,Maurice,58
Roberson,Justin,26
Lloyd,Lora,51
Luna,Marguerite,57
Howard,Billy,50
Farmer,Cecilia,48
Butler,Derrick,41
Delgado,Loretta,36
Ramsey,Lura,48
Willis,Addie,41
Baker,Leila,31
Hogan,Sylvia,51
Reed,Charles,45
Jennings,Sara,26
Zimmerman,Shane,50
Brooks,Cecelia,43
Walker,Mason,52
Kim,Herbert,51
Bowman,Troy,58
Hudson,Jason,29
Myers,Sophie,36
Turner,Gordon,41
Davidson,Barbara,53
Hawkins,Chester,43
Logan,Shane,38
Coleman,Isaiah,63
Ortega,Raymond,63
McLaughlin,Derek,63
Welch,Nannie,60
Boyd,Charlotte,45
Martin,Brandon,61
Waters,Eunice,25
Francis,Jimmy,53
Vargas,Evelyn,64
Douglas,Jeffery,37
Bryant,Danny,30
Baldwin,Frederick,31
Castillo,Francisco,62
McBride,Virgie,34
Turner,Minerva,49
Boone,Luella,62
Harvey,Jean,35
Stanley,Esther,53
Perez,Blanche,55
French,Phillip,62
Vargas,Bettie,27
Castillo,Gary,41
Brock,Edith,31
Richardson,Antonio,65
Thomas,Duane,42
Craig,Evelyn,58
Wright,Jeff,45
Burns,Augusta,24
Wade,Samuel,19
Mullins,Aiden,45
Robinson,Raymond,60
Valdez,Kyle,33
Chandler,Claudia,49
Long,Roxie,37
Norton,Louis,49
Reynolds,Dora,23
Swanson,Ruth,20
Marsh,Adele,25
Scott,Jerry,36
Knight,Julian,22
Bates,Shawn,30
Manning,Lola,34
Tucker,Margaret,65
Griffin,Lewis,31
Richardson,Carlos,64
Wells,Caroline,40
Moss,Pauline,37
Wade,Elmer,20
Frazier,Eddie,44
Vargas,Rhoda,20
Hughes,Eliza,64
Byrd,Stanley,47
Watts,Maud,51
Roberts,Hunter,41
Lane,Vincent,55
Elliott,Julian,25
Lane,Leo,61
Wade,Ann,36
Vasquez,Alma,64
Cobb,Amy,20
Bradley,Aiden,23
McCarthy,Cecilia,36
Figueroa,Claudia,43
Mendoza,Danny,32
Lucas,Lula,64
Perkins,Caleb,43
Watts,Katharine,28
George,Martha,40
Tran,Hulda,47
Kennedy,Hilda,42
Larson,Estella,32
Hall,Daniel,20
Mendez,Agnes,54
Hodges,Lee,59
Waters,Kenneth,47
Hayes,Jesse,41
Parker,Rose,32
Richards,Elijah,40
Zimmerman,Lola,55
Nichols,Lucile,20
Roberts,Rosalie,32
Clarke,Elnora,43
Massey,Willie,65
Cortez,Elizabeth,56
Gonzales,Katie,19
Hogan,Fred,58
Joseph,Sophia,26
Ortiz,Martha,38
Lyons,Mamie,21
Holloway,Elnora,63
Hubbard,Martha,28
Miller,Jonathan,27
Goodman,Mamie,65
Alvarez,Alta,39
Drake,Cornelia,61
Larson,Danny,26
Pierce,Cole,57
Sparks,Rosetta,55
May,Etta,26
Hart,Johanna,22
Hardy,Vincent,48
Massey,Chris,65
Bradley,Cynthia,32
Manning,George,54
Neal,Della,33
Harper,Howard,58
Harmon,Earl,31
Pierce,Timothy,44
Stanley,Jesse,64
Caldwell,Seth,53
Green,Nicholas,33
Saunders,Frederick,48
Jenkins,Edna,45
Hall,Pearl,60
Sullivan,Vincent,38
Greer,Rosalie,51
Hughes,Brandon,27
Austin,Verna,34
Castro,Gerald,30
Carroll,Paul,18
Cox,Claudia,61
Douglas,Vincent,42
Gonzales,Ronald,27
Harrison,Dollie,45
Richards,Sallie,25
Carr,Willie,51
Harrison,Louisa,60
Atkins,Irene,60
Lopez,Corey,21
Burgess,Harriett,55
Logan,Brian,53
Collins,Lina,45
Rodriquez,Christina,35
Washington,Dora,60
Bell,Scott,33
Strickland,Robert,29
Joseph,Madge,64
Hart,Dollie,42
Warren,Polly,64
Mack,Eleanor,23
Sanders,Alice,30
Glover,Travis,22
Edwards,Antonio,19
Torres,Evelyn,39
Baker,Hulda,31
Daniels,Nettie,57
Wagner,Leah,29
French,Adrian,22
Bowers,Lewis,22
